id,data_provider,product_category,brand,year_of_manufacture,repair_status,group_identifier,date,problem,,,
restart_14114,The Restart Project,Misc,Unknown,????,Repairable,Repair Café Runkst,2019-07-13,Hoverboard - blaadjes op sensor,,,
restart_14115,The Restart Project,Hi-Fi integrated,Unknown,????,Fixed,Repair Café Runkst,2019-07-13,"Muziekbox - doet niets, voeding losgekomen, gesoldeerd",,,
restart_14116,The Restart Project,Handheld entertainment device,PlayStation,????,Repairable,Repair Café Runkst,2019-07-13,Controllers - contact blijft hangen,,,
restart_14117,The Restart Project,Misc,Unknown,????,End of life,Repair Café Runkst,2019-07-13,"Haagschaar - doet niets meer, rotor van de motor verbrand",,,
restart_14118,The Restart Project,Decorative or safety lights,Unknown,????,Repairable,Repair Café Runkst,2019-07-13,Doet niets meer,,,
restart_14119,The Restart Project,Misc,Unknown,????,Fixed,Repair Café Runkst,2019-07-13,"Elektrisch vuurtje - warmt niet meer, thermische zekering vervangen",,,
restart_14120,The Restart Project,Misc,Unknown,????,Fixed,Repair Café Runkst,2019-07-13,"Stroomkabel met kink in, in twee geknipt en 2 stekkers geplaatst",,,
restart_14121,The Restart Project,Hi-Fi separates,Unknown,????,Fixed,Restarters Aosta,2019-01-05,speakers didn't work,,,
restart_14122,The Restart Project,Small kitchen item,Unknown,????,Repairable,Restarters Aosta,2019-01-05,the blade didn't turn - fiÃ¬ound out it was still under warranty,,,
restart_14123,The Restart Project,Portable radio,Unknown,????,Fixed,Restarters Aosta,2019-01-05,Made a sizzling noise,,,
restart_14124,The Restart Project,Handheld entertainment device,Apple,????,End of life,Restarters Aosta,2019-01-05,doesn't turn on,,,
restart_14125,The Restart Project,Toy,Unknown,????,Fixed,Restarters Aosta,2019-01-05,disconnected wire,,,
restart_14126,The Restart Project,Misc,Unknown,????,End of life,Restarters Aosta,2019-01-05,broken sticks,,,
restart_14127,The Restart Project,Misc,Unknown,????,Fixed,Restarters Aosta,2019-01-05,,,,
restart_14128,The Restart Project,Misc,Unknown,????,Fixed,Repair Café Portsmouth,2019-05-18,"Minute hand failing to turn/battery drain issue, need to use stronger batteries",,,
restart_14129,The Restart Project,Portable radio,dab,????,Fixed,Repair Café Portsmouth,2019-05-18,Couldn't tune stations/helped program them in,,,
restart_14130,The Restart Project,Portable radio,Goodman,????,Fixed,Repair Café Portsmouth,2019-05-18,"Doesn't work / tarnished internal power supply connector, replugged.",,,
restart_14131,The Restart Project,Misc,Unknown,????,Fixed,Restarters Aosta,2019-01-05,"broken bar - tried lens transplant on another pair of glasses, failed, fixed in another way",,,
restart_14132,The Restart Project,Portable radio,Unknown,????,Fixed,Repair Café Portsmouth,2019-05-18,Needs soldering / done and tested,,,
restart_14133,The Restart Project,Misc,Unknown,????,Repairable,Restarters Aosta,2019-01-05,looses water,,,
restart_14134,The Restart Project,Portable radio,Sony,????,End of life,Repair Café Portsmouth,2019-05-18,"CD Player not working / laser diode not working, unable to repair economically",,,
restart_14135,The Restart Project,Misc,Unknown,????,Repairable,Restarters Aosta,2019-01-05,,,,
restart_14136,The Restart Project,Mobile,Samsung,????,Repairable,Repair Café Portsmouth,2019-05-18,"Doesn't charge well - dodgy cable, so advised to replace",,,
restart_14137,The Restart Project,Misc,Unknown,????,End of life,Restarters Aosta,2019-01-05,doesn't charge,,,
restart_14138,The Restart Project,Small kitchen item,vorwerk,????,End of life,Restarters Aosta,2019-01-05,,,,
restart_14139,The Restart Project,Hi-Fi integrated,Unknown,????,Fixed,Restarters Aosta,2019-01-05,stuck cd tray,,,
restart_14140,The Restart Project,Power tool,Bosch,????,Fixed,Repair Café Portsmouth,2019-05-18,"Switch variable and cover loose - switch fixed, but no fix for cable winder - still works though",,,
restart_14141,The Restart Project,Portable radio,Unknown,????,Fixed,Restarters Aosta,2019-01-05,remote not working - found out that the owner (an engineer) when changing the  flat battery did not take off from the new one a sticker put on its back for safety purposes (?). The guy was deeply ashamed,,,
restart_14142,The Restart Project,Decorative or safety lights,Unknown,????,Fixed,Repair Café Portsmouth,2019-05-18,Not working - replaced plug,,,
restart_14143,The Restart Project,Paper shredder,Unknown,????,Fixed,Repair Café Portsmouth,2019-05-18,Stops working after short while - removed jammed paper pieces,,,
restart_14144,The Restart Project,Misc,Steepletone,????,Repairable,Repair Café Portsmouth,2019-05-18,"Turns on and then off automatically - shorts when turns on, but need more time to explore issue",,,
restart_14145,The Restart Project,Toaster,Unknown,????,End of life,Repair Café Portsmouth,2019-05-18,One half doesn't heat up - unable to open to repair,,,
restart_14146,The Restart Project,Decorative or safety lights,Unknown,????,Fixed,Repair Café Portsmouth,2019-05-18,Broken wire - soldered and terminals cleaned,,,
restart_14147,The Restart Project,Lamp,Unknown,????,Fixed,Restarters Aosta,2019-01-05,the owner (an engineer) didn't dare changing the alogen bulb after breaking two - I did,,,
restart_14148,The Restart Project,Portable radio,Bush,????,Fixed,Repair Café Portsmouth,2019-05-18,Aerial detached - fixed and repaired PCB,,,
restart_14149,The Restart Project,Small kitchen item,Unknown,????,Repairable,Repair Café Portsmouth,2019-05-18,Doesn't heat up - replacement fuse needed,,,
restart_14150,The Restart Project,Small kitchen item,Unknown,????,Fixed,Restarters Aosta,2019-01-05,"there were many. some just needed a little cleaning, some a spare part",,,
restart_14151,The Restart Project,Small kitchen item,Unknown,????,Fixed,Restarters Aosta,2019-01-05,"there were many. some just needed a little cleaning, some a spare part",,,
restart_14152,The Restart Project,Small kitchen item,Unknown,????,Fixed,Restarters Aosta,2019-01-05,"there were many. some just needed a little cleaning, some a spare part",,,
restart_14153,The Restart Project,Portable radio,Sony,????,Fixed,Repair Café Portsmouth,2019-05-18,Drive bands perished - helped to replace the rubber belts,,,
restart_14157,The Restart Project,Portable radio,Pure,????,Repairable,Repair Café Portsmouth,2019-05-18,"Not working - power supply defective, replacement required.",,,
restart_14158,The Restart Project,Hi-Fi integrated,Unknown,????,End of life,Repair Café Portsmouth,2019-05-18,Cassette faulty - tape drive wheel worn - just use the radio,,,
restart_14159,The Restart Project,Toy,Duracell,????,End of life,Repair Café Portsmouth,2019-05-18,Not working - suspect motor has lost magnetism,,,
restart_14160,The Restart Project,Power tool,Unknown,????,End of life,Repair Café Portsmouth,2019-05-18,Not working - motor damaged,,,
restart_14161,The Restart Project,Small kitchen item,Unknown,????,Unknown,Restarters Aosta,2019-01-05,"there were many. some just needed a little cleaning, some a spare part",,,
restart_14162,The Restart Project,Small kitchen item,Unknown,????,Unknown,Restarters Aosta,2019-01-05,"there were many. some just needed a little cleaning, some a spare part",,,
restart_14163,The Restart Project,Small kitchen item,Unknown,????,Unknown,Restarters Aosta,2019-01-05,"there were many. some just needed a little cleaning, some a spare part",,,
restart_14164,The Restart Project,Headphones,Intempo,????,Fixed,Repair Café Portsmouth,2019-05-18,Charger connector detached - soldered back on,,,
restart_14165,The Restart Project,Misc,Unknown,????,End of life,Repair Café Portsmouth,2019-06-15,Aplification problem - couldn't find fault,,,
restart_14166,The Restart Project,Misc,Unknown,????,Fixed,Repair Café Portsmouth,2019-06-15,"Not working - no contact with battery, so remedied.",,,
restart_14167,The Restart Project,TV and gaming-related accessories,Unknown,????,Fixed,Repair Café Portsmouth,2019-06-15,Tapes won't play - reset VSH mechanism,,,
restart_14168,The Restart Project,Toaster,Unknown,????,Fixed,Repair Café Portsmouth,2019-06-15,Right hand side doesn't stay down - cleaned and now working,,,
restart_14169,The Restart Project,Portable radio,Unknown,????,End of life,Repair Café Portsmouth,2019-06-15,Lid won't stay shut - broken plastic retaining clip not possible to repair,,,
restart_14170,The Restart Project,Small kitchen item,Unknown,????,End of life,Repair Café Portsmouth,2019-06-15,Not working - couldn't find fault,,,
restart_14171,The Restart Project,Portable radio,Unknown,????,Fixed,Repair Café Portsmouth,2019-06-15,Doesn't pick up digital channels - tightened aerial connector,,,
restart_14172,The Restart Project,Vacuum,Hoover,????,Fixed,Repair Café Portsmouth,2019-06-15,Not working - brush drive realigned,,,
restart_14173,The Restart Project,Misc,Unknown,????,Fixed,Repair Café Portsmouth,2019-06-15,Broken fuse - replaced,,,
restart_14174,The Restart Project,Hair & Beauty item,Unknown,????,Fixed,Repair Café Portsmouth,2019-06-15,Not working - cleaned and replaced with new more powerful battery,,,
restart_14175,The Restart Project,Hi-Fi separates,Unknown,????,Fixed,Repair Café Portsmouth,2019-06-15,Faulty speed - greased parts and now works.,,,
restart_14176,The Restart Project,Hair & Beauty item,Unknown,????,Fixed,Repair Café Portsmouth,2019-06-15,Won't stay on - power cable repaired,,,
restart_14177,The Restart Project,Hair & Beauty item,Unknown,????,Fixed,Repair Café Portsmouth,2019-06-15,Won't stay on - power cable also repaired,,,
restart_14178,The Restart Project,Power tool,Unknown,????,Repairable,Repair Café Portsmouth,2019-06-15,Won't start - safety interlock mount broken,,,
restart_14179,The Restart Project,Toy,Unknown,????,Fixed,Repair Café Portsmouth,2019-06-15,Won't move - cleaned contacts and showed what to do if happens again,,,
restart_14180,The Restart Project,Decorative or safety lights,Unknown,????,Repairable,Repair Café Portsmouth,2019-06-15,"No light - stripped and cleaned, needs new rechargable batteries",,,
restart_14181,The Restart Project,Laptop medium,Unknown,????,Repairable,Repair Café Portsmouth,2019-06-15,"Software issue - uninstalled software with issue, will return for help with the rest as timed out.",,,
restart_14182,The Restart Project,Hair & Beauty item,Epilady,????,Fixed,Repair Café Portsmouth,2019-06-15,Blades won't turn - unjammed,,,
restart_14183,The Restart Project,"Flat screen 32-37""",LG,????,Fixed,Leicester Hackspace,2019-07-23,"6 Blown Electrolytic Capacitors in PSU, most of the caps of the same brand were replaced 8 in allReplacement parts cost around Â£12 from RS Components purchased by client following a previous diagnostic visit and conversation via email.The size and form factor of the replacements hadn't been considered by the client, fortunately there was sufficient space to accommodated the larger diameter replacements without problems, That isn't always the case.",,,
restart_14184,The Restart Project,Power tool,Bosch,????,End of life,Leicester Hackspace,2019-07-23,"Bosch Rotek 37 Lawn Mower motor if it starts cuts out almost immediately and won't start for a couple of minutes.Motor Thermal cutout switch suspected in first instance after testing cable and main power switch. replacement thermal cutout would only have been about Â£10.50 inc VAT However further investigation revealed Thermal switch was kicking in because of a Damaged Motor, Main switch had also already been replaced by client at a cost of around Â£10Damaged Motor: Brushes in good condition, direct drive o",,,
restart_14191,The Restart Project,"Flat screen 22-24""",Dell,????,End of life,Coalville Fixers,2019-07-06,"Cracked LCD Panel, Cost of replacement Panel prohibitively high Â£120 and much higher then the purchase cost of this discontinued item second hand on eBay Â£40. It is noted that easy cracking of this model is a pathological design fault as many many references to damaged screen are online.Specification is here:https://www.cnet.com/products/dell-ultrasharp-u2412m/specsMonitor destined for recycle. Note stands are being sold for Â£10 so client may be able to recover some reuse value.ooo-xxx",,,
restart_14192,The Restart Project,PC Accessory,Unknown,????,Fixed,Coalville Fixers,2019-07-06,A Laptop cooling stand and laptop carrier.Believed to be not working intermittently. On closer examination whilst one of the two fans could do with more lubrication as it ran slower the main fault was with a cheap and sticky usb cable used to power this device. testing current draw and operation with a replacement cable vs the original cable showed the cable was at fault. The pins in the usb plug were cheap silver coloured tined variety and a little dirty/coroded. a clean of these using a needle file/emaery,,,
restart_14193,The Restart Project,Misc,bicycle,????,Fixed,Coalville Fixers,2019-07-06,Seat too high. brakes need adjustment.,,,
restart_14194,The Restart Project,Power tool,Black & Decker,????,Repairable,Coalville Fixers,2019-07-06,Not working,,,
restart_14195,The Restart Project,Misc,Unknown,????,Fixed,Coalville Fixers,2019-07-06,split stitchingRepaired on two set of Thai Fishermans Trousers,,,
restart_14196,The Restart Project,Mobile,Samsung,????,Repairable,Restarters Limerick,2019-07-18,Broken Screen,,,
restart_14197,The Restart Project,Tablet,Samsung,????,Repairable,Restarters Limerick,2019-07-18,S-Pen Not Working, Screen Water Damaged,,
restart_14198,The Restart Project,Mobile,Apple,????,Fixed,Restarters Limerick,2019-07-18,Battery Needed Replacing,,,
restart_14199,The Restart Project,Mobile,Xiaomi,????,Fixed,Restarters Limerick,2019-07-18,Screen Broken, Needed Replacment,,
restart_14200,The Restart Project,Mobile,Apple,????,Fixed,Restarters Limerick,2019-07-18,Cracked Screen, Needed Replacement,,
restart_14201,The Restart Project,Tablet,Acer,????,Repairable,Restarters Limerick,2019-07-18,Broken/Cracked Screens, Damaged Charging Port,,
restart_14202,The Restart Project,Mobile,Samsung,????,Repairable,Restarters Limerick,2019-07-18,Screen Needs Replacing,,,
restart_14203,The Restart Project,Mobile,Apple,????,Fixed,Restarters Limerick,2019-07-18,Screen Broken, To be replaced,,
restart_14204,The Restart Project,Mobile,Apple,????,Fixed,Restarters Limerick,2019-07-18,Charging Port Faulty, Replaced,,
restart_14205,The Restart Project,Mobile,Apple,????,Fixed,Restarters Limerick,2019-07-18,Charging Port Also Faulty, Replaced,,
restart_14206,The Restart Project,Mobile,Samsung,????,Repairable,Restarters Limerick,2019-07-18,Faulty Screen, Needs Replacing,,
restart_14207,The Restart Project,TV and gaming-related accessories,Microsoft,????,Repairable,Restarters Limerick,2019-07-18,Unit not working since power outage a few months ago,,,
restart_14208,The Restart Project,DLSR / Video Camera,Samsung,????,End of life,Restarters Limerick,2019-07-18,Camcorder not playing video any more on playback,,,
restart_14209,The Restart Project,Portable radio,Ford,????,Repairable,Restarters Limerick,2019-07-18,Unit not working, Not enough time to investigate fully,,
restart_14210,The Restart Project,Misc,Unknown,????,Repairable,Restarters Limerick,2019-07-18,Amp blowing speakers, Faulty output capacitors?,,
restart_14211,The Restart Project,Small kitchen item,Unknown,????,Repairable,Restarters Limerick,2019-07-18,Timer occasionally runs backwards,,,
restart_14212,The Restart Project,TV and gaming-related accessories,Sinclair,????,Repairable,Restarters Limerick,2019-07-18,Unit no longer powering up,,,
restart_14213,The Restart Project,Hair & Beauty item,Remington,????,Fixed,Restarters Limerick,2019-07-18,Not working,,,
